year,Category,month,N,population
2012,VIOLENT CRIMES,9,756,634535
2012,QUALITY OF LIFE CRIMES,11,14500,634535
2012,VIOLENT CRIMES,10,742,634535
2012,QUALITY OF LIFE CRIMES,1,14132,634535
2012,VIOLENT CRIMES,1,667,634535
2012,VIOLENT CRIMES,12,612,634535
2012,VIOLENT CRIMES,11,617,634535
2013,PROPERTY CRIMES,10,13,652405
2013,PROPERTY CRIMES,1,3838,652405
2013,PROPERTY CRIMES,11,257,652405
2013,PROPERTY CRIMES,9,7,652405
2013,PROPERTY CRIMES,2,2861,652405
2013,PROPERTY CRIMES,7,1,652405
2013,PROPERTY CRIMES,8,13,652405
2013,QUALITY OF LIFE CRIMES,7,2,652405
2013,QUALITY OF LIFE CRIMES,8,53,652405
2013,QUALITY OF LIFE CRIMES,9,17,652405
2013,QUALITY OF LIFE CRIMES,2,11789,652405
2013,QUALITY OF LIFE CRIMES,11,1202,652405
2013,VIOLENT CRIMES,11,49,652405
2013,VIOLENT CRIMES,2,586,652405
2013,QUALITY OF LIFE CRIMES,10,61,652405
2013,QUALITY OF LIFE CRIMES,1,15758,652405
2013,VIOLENT CRIMES,1,789,652405
2013,VIOLENT CRIMES,7,1,652405
2013,VIOLENT CRIMES,8,2,652405
2013,VIOLENT CRIMES,10,5,652405
2014,QUALITY OF LIFE CRIMES,9,10542,668342
2014,QUALITY OF LIFE CRIMES,2,3,668342
2014,QUALITY OF LIFE CRIMES,10,13950,668342
2014,QUALITY OF LIFE CRIMES,11,12900,668342
2014,QUALITY OF LIFE CRIMES,8,9827,668342
2014,QUALITY OF LIFE CRIMES,12,11199,668342
2014,VIOLENT CRIMES,9,495,668342
2014,VIOLENT CRIMES,10,698,668342
2014,VIOLENT CRIMES,11,710,668342
2014,QUALITY OF LIFE CRIMES,1,21,668342
2014,VIOLENT CRIMES,2,1,668342
2014,VIOLENT CRIMES,8,426,668342
2014,PROPERTY CRIMES,9,2620,668342
2014,PROPERTY CRIMES,1,6,668342
2014,VIOLENT CRIMES,12,705,668342
2014,PROPERTY CRIMES,8,2251,668342
2014,PROPERTY CRIMES,10,3780,668342
2014,PROPERTY CRIMES,11,3651,668342
2014,PROPERTY CRIMES,12,3231,668342
2015,QUALITY OF LIFE CRIMES,11,14914,684451
2015,QUALITY OF LIFE CRIMES,6,15810,684451
2015,QUALITY OF LIFE CRIMES,7,19894,684451
2015,QUALITY OF LIFE CRIMES,8,18935,684451
2015,QUALITY OF LIFE CRIMES,9,16612,684451
2015,QUALITY OF LIFE CRIMES,10,15944,684451
2015,VIOLENT CRIMES,11,857,684451
2015,QUALITY OF LIFE CRIMES,12,14863,684451
2015,PROPERTY CRIMES,9,3759,684451
2015,PROPERTY CRIMES,12,3785,684451
2015,QUALITY OF LIFE CRIMES,2,11542,684451
2015,QUALITY OF LIFE CRIMES,3,13511,684451
2015,QUALITY OF LIFE CRIMES,4,13274,684451
2015,QUALITY OF LIFE CRIMES,5,14697,684451
2015,VIOLENT CRIMES,6,812,684451
2015,VIOLENT CRIMES,7,855,684451
2015,VIOLENT CRIMES,8,783,684451
2015,VIOLENT CRIMES,9,844,684451
2015,VIOLENT CRIMES,10,867,684451
2015,PROPERTY CRIMES,7,3988,684451
2015,VIOLENT CRIMES,12,937,684451
2015,VIOLENT CRIMES,4,842,684451
2015,PROPERTY CRIMES,11,3571,684451
2015,QUALITY OF LIFE CRIMES,1,11222,684451
2015,VIOLENT CRIMES,3,845,684451
2015,PROPERTY CRIMES,3,3555,684451
2015,VIOLENT CRIMES,5,795,684451
2015,PROPERTY CRIMES,1,3099,684451
2015,PROPERTY CRIMES,2,3084,684451
2015,PROPERTY CRIMES,8,3854,684451
2015,PROPERTY CRIMES,4,3531,684451
2015,PROPERTY CRIMES,5,4021,684451
2015,PROPERTY CRIMES,6,3890,684451
2015,VIOLENT CRIMES,2,677,684451
2015,PROPERTY CRIMES,10,3573,684451
2015,VIOLENT CRIMES,1,707,684451
2016,PROPERTY CRIMES,11,3507,704352
2016,PROPERTY CRIMES,12,3589,704352
2016,QUALITY OF LIFE CRIMES,4,15722,704352
2016,QUALITY OF LIFE CRIMES,5,17841,704352
2016,QUALITY OF LIFE CRIMES,6,18216,704352
2016,QUALITY OF LIFE CRIMES,7,19005,704352
2016,QUALITY OF LIFE CRIMES,8,18189,704352
2016,QUALITY OF LIFE CRIMES,9,17245,704352
2016,QUALITY OF LIFE CRIMES,10,17031,704352
2016,QUALITY OF LIFE CRIMES,11,15623,704352
2016,PROPERTY CRIMES,9,3672,704352
2016,PROPERTY CRIMES,10,3810,704352
2016,QUALITY OF LIFE CRIMES,1,14713,704352
2016,QUALITY OF LIFE CRIMES,2,13330,704352
2016,QUALITY OF LIFE CRIMES,3,16549,704352
2016,PROPERTY CRIMES,1,3454,704352
2016,PROPERTY CRIMES,2,3138,704352
2016,PROPERTY CRIMES,3,3643,704352
2016,PROPERTY CRIMES,4,3472,704352
2016,PROPERTY CRIMES,5,3910,704352
2016,PROPERTY CRIMES,6,3842,704352
2016,PROPERTY CRIMES,7,4072,704352
2016,PROPERTY CRIMES,8,3877,704352
2016,VIOLENT CRIMES,12,1090,704352
2016,QUALITY OF LIFE CRIMES,12,15078,704352
2016,VIOLENT CRIMES,1,955,704352
2016,VIOLENT CRIMES,2,811,704352
2016,VIOLENT CRIMES,3,1015,704352
2016,VIOLENT CRIMES,4,796,704352
2016,VIOLENT CRIMES,5,1037,704352
2016,VIOLENT CRIMES,6,1044,704352
2016,VIOLENT CRIMES,7,1032,704352
2016,VIOLENT CRIMES,8,1036,704352
2016,VIOLENT CRIMES,9,1026,704352
2016,VIOLENT CRIMES,10,1090,704352
2016,VIOLENT CRIMES,11,1146,704352
