Category,year,month,N
QUALITY OF LIFE CRIMES,2012,8,7322
QUALITY OF LIFE CRIMES,2012,9,6904
QUALITY OF LIFE CRIMES,2012,10,6995
QUALITY OF LIFE CRIMES,2012,11,6519
QUALITY OF LIFE CRIMES,2012,12,6301
QUALITY OF LIFE CRIMES,2013,1,7392
QUALITY OF LIFE CRIMES,2013,2,6795
QUALITY OF LIFE CRIMES,2013,3,7760
QUALITY OF LIFE CRIMES,2013,4,7454
QUALITY OF LIFE CRIMES,2013,5,7771
QUALITY OF LIFE CRIMES,2013,6,6984
QUALITY OF LIFE CRIMES,2013,7,7428
QUALITY OF LIFE CRIMES,2013,8,7475
QUALITY OF LIFE CRIMES,2013,9,6636
QUALITY OF LIFE CRIMES,2013,10,6647
QUALITY OF LIFE CRIMES,2013,11,6531
QUALITY OF LIFE CRIMES,2013,12,5649
QUALITY OF LIFE CRIMES,2014,1,6093
QUALITY OF LIFE CRIMES,2014,2,5754
QUALITY OF LIFE CRIMES,2014,3,7109
QUALITY OF LIFE CRIMES,2014,4,6994
QUALITY OF LIFE CRIMES,2014,5,7149
QUALITY OF LIFE CRIMES,2014,6,7018
QUALITY OF LIFE CRIMES,2014,7,7342
QUALITY OF LIFE CRIMES,2014,8,7170
QUALITY OF LIFE CRIMES,2014,9,6502
QUALITY OF LIFE CRIMES,2014,10,6339
QUALITY OF LIFE CRIMES,2014,11,5628
QUALITY OF LIFE CRIMES,2014,12,5310
QUALITY OF LIFE CRIMES,2015,1,6465
QUALITY OF LIFE CRIMES,2015,2,5550
QUALITY OF LIFE CRIMES,2015,3,6830
QUALITY OF LIFE CRIMES,2015,4,6414
QUALITY OF LIFE CRIMES,2015,5,6373
QUALITY OF LIFE CRIMES,2015,6,6142
QUALITY OF LIFE CRIMES,2015,7,6224
QUALITY OF LIFE CRIMES,2015,8,6434
QUALITY OF LIFE CRIMES,2015,9,5902
QUALITY OF LIFE CRIMES,2015,10,6061
QUALITY OF LIFE CRIMES,2015,11,5270
QUALITY OF LIFE CRIMES,2015,12,4668
QUALITY OF LIFE CRIMES,2016,1,4232
QUALITY OF LIFE CRIMES,2016,2,4351
QUALITY OF LIFE CRIMES,2016,3,4828
QUALITY OF LIFE CRIMES,2016,4,4868
QUALITY OF LIFE CRIMES,2016,5,5191
QUALITY OF LIFE CRIMES,2016,6,5232
QUALITY OF LIFE CRIMES,2016,7,4919
QUALITY OF LIFE CRIMES,2016,8,4735
QUALITY OF LIFE CRIMES,2016,9,4558
QUALITY OF LIFE CRIMES,2016,10,4670
QUALITY OF LIFE CRIMES,2016,11,4013
QUALITY OF LIFE CRIMES,2016,12,4098
QUALITY OF LIFE CRIMES,2017,1,4972
QUALITY OF LIFE CRIMES,2017,2,4366
QUALITY OF LIFE CRIMES,2017,3,4873
QUALITY OF LIFE CRIMES,2017,4,4861
QUALITY OF LIFE CRIMES,2017,5,5223
QUALITY OF LIFE CRIMES,2017,6,4772
QUALITY OF LIFE CRIMES,2017,7,5156
QUALITY OF LIFE CRIMES,2017,8,5147
QUALITY OF LIFE CRIMES,2017,9,4704
QUALITY OF LIFE CRIMES,2017,10,4091
VIOLENT CRIMES,2001,1,10504
VIOLENT CRIMES,2001,2,9594
VIOLENT CRIMES,2001,3,12307
VIOLENT CRIMES,2001,4,12803
VIOLENT CRIMES,2001,5,13726
VIOLENT CRIMES,2001,6,13515
VIOLENT CRIMES,2001,7,14333
VIOLENT CRIMES,2001,8,13567
VIOLENT CRIMES,2001,9,13050
VIOLENT CRIMES,2001,10,12926
VIOLENT CRIMES,2001,11,11517
VIOLENT CRIMES,2001,12,10752
VIOLENT CRIMES,2002,1,10330
VIOLENT CRIMES,2002,2,8859
VIOLENT CRIMES,2002,3,10898
VIOLENT CRIMES,2002,4,11562
VIOLENT CRIMES,2002,5,13758
VIOLENT CRIMES,2002,6,14433
VIOLENT CRIMES,2002,7,15030
VIOLENT CRIMES,2002,8,13665
VIOLENT CRIMES,2002,9,13635
VIOLENT CRIMES,2002,10,12763
VIOLENT CRIMES,2002,11,10497
VIOLENT CRIMES,2002,12,10505
VIOLENT CRIMES,2003,1,9772
VIOLENT CRIMES,2003,2,9000
VIOLENT CRIMES,2003,3,11573
VIOLENT CRIMES,2003,4,11823
VIOLENT CRIMES,2003,5,13061
VIOLENT CRIMES,2003,6,13015
VIOLENT CRIMES,2003,7,13328
VIOLENT CRIMES,2003,8,13123
VIOLENT CRIMES,2003,9,12231
VIOLENT CRIMES,2003,10,12336
VIOLENT CRIMES,2003,11,10580
VIOLENT CRIMES,2003,12,9959
VIOLENT CRIMES,2004,1,9669
VIOLENT CRIMES,2004,2,9725
VIOLENT CRIMES,2004,3,11729
VIOLENT CRIMES,2004,4,11168
VIOLENT CRIMES,2004,5,12985
VIOLENT CRIMES,2004,6,12846
VIOLENT CRIMES,2004,7,12719
VIOLENT CRIMES,2004,8,12019
VIOLENT CRIMES,2004,9,12315
VIOLENT CRIMES,2004,10,11922
VIOLENT CRIMES,2004,11,9864
VIOLENT CRIMES,2004,12,9432
VIOLENT CRIMES,2005,1,9237
VIOLENT CRIMES,2005,2,8757
VIOLENT CRIMES,2005,3,10249
VIOLENT CRIMES,2005,4,11522
VIOLENT CRIMES,2005,5,12456
VIOLENT CRIMES,2005,6,12566
VIOLENT CRIMES,2005,7,12619
VIOLENT CRIMES,2005,8,12071
VIOLENT CRIMES,2005,9,11894
VIOLENT CRIMES,2005,10,11263
VIOLENT CRIMES,2005,11,9564
VIOLENT CRIMES,2005,12,8809
VIOLENT CRIMES,2006,1,9504
VIOLENT CRIMES,2006,2,8489
VIOLENT CRIMES,2006,3,10509
VIOLENT CRIMES,2006,4,10761
VIOLENT CRIMES,2006,5,11955
VIOLENT CRIMES,2006,6,11410
VIOLENT CRIMES,2006,7,12366
VIOLENT CRIMES,2006,8,10997
VIOLENT CRIMES,2006,9,10712
VIOLENT CRIMES,2006,10,10813
VIOLENT CRIMES,2006,11,9672
VIOLENT CRIMES,2006,12,9400
VIOLENT CRIMES,2007,1,8741
VIOLENT CRIMES,2007,2,7461
VIOLENT CRIMES,2007,3,10600
VIOLENT CRIMES,2007,4,10246
VIOLENT CRIMES,2007,5,12362
VIOLENT CRIMES,2007,6,11947
VIOLENT CRIMES,2007,7,12192
VIOLENT CRIMES,2007,8,11168
VIOLENT CRIMES,2007,9,11484
VIOLENT CRIMES,2007,10,11211
VIOLENT CRIMES,2007,11,9266
VIOLENT CRIMES,2007,12,8813
VIOLENT CRIMES,2008,1,8821
VIOLENT CRIMES,2008,2,8110
VIOLENT CRIMES,2008,3,9761
VIOLENT CRIMES,2008,4,10685
VIOLENT CRIMES,2008,5,11621
VIOLENT CRIMES,2008,6,11642
VIOLENT CRIMES,2008,7,11595
VIOLENT CRIMES,2008,8,11407
VIOLENT CRIMES,2008,9,10798
VIOLENT CRIMES,2008,10,10256
VIOLENT CRIMES,2008,11,8922
VIOLENT CRIMES,2008,12,7820
VIOLENT CRIMES,2009,1,8231
VIOLENT CRIMES,2009,2,7804
VIOLENT CRIMES,2009,3,9659
VIOLENT CRIMES,2009,4,9291
VIOLENT CRIMES,2009,5,10736
VIOLENT CRIMES,2009,6,10301
VIOLENT CRIMES,2009,7,10237
VIOLENT CRIMES,2009,8,9950
VIOLENT CRIMES,2009,9,9431
VIOLENT CRIMES,2009,10,8479
VIOLENT CRIMES,2009,11,8255
VIOLENT CRIMES,2009,12,7463
VIOLENT CRIMES,2010,1,7662
VIOLENT CRIMES,2010,2,6622
VIOLENT CRIMES,2010,3,9231
VIOLENT CRIMES,2010,4,9257
VIOLENT CRIMES,2010,5,10027
VIOLENT CRIMES,2010,6,9902
VIOLENT CRIMES,2010,7,9937
VIOLENT CRIMES,2010,8,9726
VIOLENT CRIMES,2010,9,8794
VIOLENT CRIMES,2010,10,9029
VIOLENT CRIMES,2010,11,7528
VIOLENT CRIMES,2010,12,6696
VIOLENT CRIMES,2011,1,7218
VIOLENT CRIMES,2011,2,6048
VIOLENT CRIMES,2011,3,8033
VIOLENT CRIMES,2011,4,8159
VIOLENT CRIMES,2011,5,9322
VIOLENT CRIMES,2011,6,9366
VIOLENT CRIMES,2011,7,9891
VIOLENT CRIMES,2011,8,9025
VIOLENT CRIMES,2011,9,8151
VIOLENT CRIMES,2011,10,8494
VIOLENT CRIMES,2011,11,7306
VIOLENT CRIMES,2011,12,7337
VIOLENT CRIMES,2012,1,6917
VIOLENT CRIMES,2012,2,6213
VIOLENT CRIMES,2012,3,8285
VIOLENT CRIMES,2012,4,7566
VIOLENT CRIMES,2012,5,9358
VIOLENT CRIMES,2012,6,9307
VIOLENT CRIMES,2012,7,9584
VIOLENT CRIMES,2012,8,8838
VIOLENT CRIMES,2012,9,7844
VIOLENT CRIMES,2012,10,7967
VIOLENT CRIMES,2012,11,7124
VIOLENT CRIMES,2012,12,6954
VIOLENT CRIMES,2013,1,6682
VIOLENT CRIMES,2013,2,5603
VIOLENT CRIMES,2013,3,6788
VIOLENT CRIMES,2013,4,7316
VIOLENT CRIMES,2013,5,8328
VIOLENT CRIMES,2013,6,8490
VIOLENT CRIMES,2013,7,8423
VIOLENT CRIMES,2013,8,8085
VIOLENT CRIMES,2013,9,7671
VIOLENT CRIMES,2013,10,7194
VIOLENT CRIMES,2013,11,6141
VIOLENT CRIMES,2013,12,5909
VIOLENT CRIMES,2014,1,5366
VIOLENT CRIMES,2014,2,4916
VIOLENT CRIMES,2014,3,6190
VIOLENT CRIMES,2014,4,6479
VIOLENT CRIMES,2014,5,7468
VIOLENT CRIMES,2014,6,7505
VIOLENT CRIMES,2014,7,7470
VIOLENT CRIMES,2014,8,7421
VIOLENT CRIMES,2014,9,6840
VIOLENT CRIMES,2014,10,6660
VIOLENT CRIMES,2014,11,5714
VIOLENT CRIMES,2014,12,5946
VIOLENT CRIMES,2015,1,5699
VIOLENT CRIMES,2015,2,4552
VIOLENT CRIMES,2015,3,6326
VIOLENT CRIMES,2015,4,6384
VIOLENT CRIMES,2015,5,7508
VIOLENT CRIMES,2015,6,7236
VIOLENT CRIMES,2015,7,7378
VIOLENT CRIMES,2015,8,7457
VIOLENT CRIMES,2015,9,7040
VIOLENT CRIMES,2015,10,6673
VIOLENT CRIMES,2015,11,5848
VIOLENT CRIMES,2015,12,6123
VIOLENT CRIMES,2016,1,6099
VIOLENT CRIMES,2016,2,5331
VIOLENT CRIMES,2016,3,6166
VIOLENT CRIMES,2016,4,6023
VIOLENT CRIMES,2016,5,7690
VIOLENT CRIMES,2016,6,7836
VIOLENT CRIMES,2016,7,7697
VIOLENT CRIMES,2016,8,7804
VIOLENT CRIMES,2016,9,7185
VIOLENT CRIMES,2016,10,7327
VIOLENT CRIMES,2016,11,6534
VIOLENT CRIMES,2016,12,5884
VIOLENT CRIMES,2017,1,6145
VIOLENT CRIMES,2017,2,5638
VIOLENT CRIMES,2017,3,6244
VIOLENT CRIMES,2017,4,6756
VIOLENT CRIMES,2017,5,7481
VIOLENT CRIMES,2017,6,7661
VIOLENT CRIMES,2017,7,7733
VIOLENT CRIMES,2017,8,7515
VIOLENT CRIMES,2017,9,7362
VIOLENT CRIMES,2017,10,6330
